hid,pid,sex,relation,inum_x,age,marital,health_c,educlev,status1,ind1_c,occ1_c,basb,bafr1_c,hpopwgt,hhtype,inum_y,saves,y_tilde,groups
361,1,[1]male,[1000]head,1,35,[120]in consensual union,[1]excellent,[110]less than primary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[20]saves,[1]take substantial financial risks expecting to earn substantial returns,16610.654532931567,[220]couple with children,1,1,1,0
362,1,[1]male,[1000]head,1,62,[110]married,[2]good,[210]upper secondary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,1151.2637367163402,[220]couple with children,1,1,1,0
363,1,[1]male,[1000]head,1,47,[210]never married/not in union,[3]fair,[130]lower secondary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[20]saves,[4]not willing to take any financial risks,20823.36424360383,[100]one person household,1,1,1,0
365,1,[1]male,[1000]head,1,72,[110]married,[1]excellent,[313]master or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,183.78180515791948,[210]couple without children,1,1,1,0
368,1,[1]male,[1000]head,1,32,[110]married,[1]excellent,[210]upper secondary,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[20]saves,[3]take average financial risks expecting to earn average returns,19429.143520124926,[220]couple with children,1,1,1,0
369,1,[1]male,[1000]head,1,37,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,29167.426326727425,[220]couple with children,1,1,1,0
371,1,[2]female,[1000]head,1,30,[221]separated,[1]excellent,[120]primary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[20]saves,[3]take average financial risks expecting to earn average returns,20287.532090211374,[330]one parent with children and relatives,1,1,1,0
374,1,[2]female,[1000]head,1,57,[223]widowed,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,34385.91654064308,[100]one person household,1,0,1,0
375,1,[1]male,[1000]head,1,64,[120]in consensual union,[2]good,[312]bachelor or equivalent,[200]self-employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[20]saves,[3]take average financial risks expecting to earn average returns,21398.084102672503,[210]couple without children,1,1,1,0
376,1,[1]male,[1000]head,1,55,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,[2]mining and construction,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,1310.2325103632231,[220]couple with children,1,1,1,0
378,1,[1]male,[1000]head,1,36,[210]never married/not in union,[2]good,[312]bachelor or equivalent,[100]dependent employed,[3]manufacturing,"[5]operators, fabricators, and laborers",[20]saves,[3]take average financial risks expecting to earn average returns,8977.713439701549,[230]one parent with children,1,1,1,0
380,1,[1]male,[1000]head,1,53,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[4]not willing to take any financial risks,30533.629043222565,[210]couple without children,1,0,1,0
381,1,[2]female,[1000]head,1,59,[221]separated,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[4]not willing to take any financial risks,20188.379529734448,[100]one person household,1,0,1,0
382,1,[1]male,[1000]head,1,38,[110]married,[2]good,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,22293.216748159342,[220]couple with children,1,0,1,0
383,1,[1]male,[1000]head,1,52,[110]married,[1]excellent,[313]master or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,143.24791925911111,[220]couple with children,1,1,1,0
384,1,[1]male,[1000]head,1,68,[110]married,[2]good,[120]primary,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,27190.77136459693,[210]couple without children,1,0,1,0
385,1,[1]male,[1000]head,1,40,[110]married,[2]good,[130]lower secondary,[100]dependent employed,[2]mining and construction,"[2]technical, sales, and administrative support occupations",[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,14887.783782824908,[220]couple with children,1,0,1,0
386,1,[2]female,[1000]head,1,43,[222]divorced,[1]excellent,[311]short-cycle tertiary,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[1]take substantial financial risks expecting to earn substantial returns,21353.312473337242,[230]one parent with children,1,0,1,0
388,1,[1]male,[1000]head,1,55,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,2101.974636520804,[220]couple with children,1,1,1,0
389,1,[1]male,[1000]head,1,54,[222]divorced,[1]excellent,[210]upper secondary,[200]self-employed,[2]mining and construction,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,8748.559292025779,[100]one person household,1,1,1,0
390,1,[1]male,[1000]head,1,29,[120]in consensual union,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,19980.090614901947,[220]couple with children,1,0,1,0
391,1,[1]male,[1000]head,1,50,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,21449.45804039183,[220]couple with children,1,0,1,0
392,1,[1]male,[1000]head,1,40,[110]married,[3]fair,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,29476.506968706966,[220]couple with children,1,0,1,0
394,1,[1]male,[1000]head,1,51,[110]married,[4]poor,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,696.7305184365343,[210]couple without children,1,1,1,0
395,1,[1]male,[1000]head,1,62,[110]married,[1]excellent,[313]master or equivalent,[100]dependent employed,[2]mining and construction,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,8510.408066315573,[210]couple without children,1,0,1,0
396,1,[1]male,[1000]head,1,59,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,7607.430875243584,[210]couple without children,1,1,1,0
